id,name,age,gender,city,country,credit_card,full_address,user_source_type,user_status,product_name,category,subcategory,price,date_purchase,quantity,rating,comment,user_id,product_id,date_purchase_id,comment_id,total
294,b'gAAAAABlumZ1qt7FZLM0nJGF0jVGdNw82L8oWrSAfUBFKJFmDdgEYQ_dwQPBXumiIWH8lICaFPXPCBU4V8lvTd2vxI11NMOSyg==',29,M,Port Carlos,Finland,b'gAAAAABlumZ27P8aQTOC19kkp8yGUCG_cIzY6NWLcVNczd5R-ubRgzqtqmh7Wmxq6jqU3xK5hYrLi9i2Ksz82dY_qjiiXykDnhRBg57EGRs5302Fk_F2M_E=',b'gAAAAABlumZ2V58FHzF1PkaJxbnqcMQRJZXeltbXmXxGzNXh54k9kPJV_bSeNMMCLcpuegpf-pzfJrXcYjr0fFaQTqqC-Tmk5qB9Nkk3ssI6m9njj11V1nU38qMVJroX7fh44aIDJQTS',Yearly,Churned,EducationalTales,Books,Educational,8.0,2019-07-10,3,5,Ipsa consequuntur odit aperiam.,465,25,159,1366,24.0
295,b'gAAAAABlumZ1FMekG1wkAcWTCOn83YvLUUZpS9PX_D2g4bjk-BoCT7--mvEreGsr-Q5WE2aJgLO7s5836ljdav7B0OwncZqSnA==',53,M,New Jasmine,Gibraltar,b'gAAAAABlumZ2MQZ_WxYE4EFbH54gc2oylpWMxjhUj2W3hQyE1wKkPOOAFITN9DDyo8WWK6FCnV4OwL98G2cc6uvnVohgn-AQRyG4y5lcZbSMm5Ph8JmN-uA=',b'gAAAAABlumZ2Q5OZTy_1eldirMuXdHvyCOvgAZAECdFauao3zl0sHjJvu0mL1PKxKBDFQsuQUdihYmhfrALszGKITTJRgp1-YXsuZy1iG4cjgj-AJXULSWNeR03gx5gStXhVyeEYGJXNthzKPKuoyRUhhDX8EFBUaQ==',Monthly,Churned,TableDeluxe,Furniture,Table,909.0,2022-09-24,10,3,Totam culpa quia perferendis.,90,66,1079,2671,9090.0
296,b'gAAAAABlumZ1EEmwV4fcCuTXxq81cZ1fz9Zcm26tlsEnZze5Xb2pjbZ3A8stgKiNMCRtbHo-7yfykbnaW38WkdBySXzsSfe1sRO3jxT2YeLpwEUqiI0ZaXc=',46,M,Brooketon,Netherlands Antilles,b'gAAAAABlumZ2fEJJjAuV2b1USTNtcMpmjvE25Mz6GrIogXX_bnWrM7xrAM90izbnsJfANKwXF0fpepjo3uRvZ5VOzPLg9XvySGqjxI2M5_khdy-xDYAy6SM=',b'gAAAAABlumZ2cMIPHoVvsE-sgkJIgH7sBjcpnKmoPO08GkArd-hMV56Vfxjx4xMD-M34KSKwLDirTAi1vhtgWUCICctqwT2oVMVF7hdMjz4vPWd1yo2KyZSVD2r9-RY3MylhibzzqUv3dFNVy2TnCdI99p1GKudKxw==',Yearly,Churned,BeveragesBurst,Grocery,Beverages,7.0,2023-12-20,10,2,Nemo et illo eum aut consequuntur sed a est.,1291,1,1450,1676,70.0
297,b'gAAAAABlumZ1TsLngCh40UauSo2hd2025ddfJ5N9X3pJs7KiflPAC56ueXTAwmIH_ze-mfGC52v2fYzHOKB5RumSYrGStcM9wA==',80,M,South Robert,Mismatched Country,b'gAAAAABlumZ2Ln5s_rfXTP5x15NOrZ53gCKk0trhC1y-Cgmbwb_Yhal_rGwr2i1A7j3SlojYDRGqMI15GUFe9MI31_nXpW4E21W4nNDS3ghd6RjYKNZKytg=',b'gAAAAABlumZ2_oOAYllbLsAXL9fzZFzGUvWKNaLAJ4G_U1b4Spjor5j0SSBVwKbI9dI1S39DaVI5_HMMw8wNAFjbq0Yd1HuPRBgZauuNJM74JCDc_FOIo67J5yV_pNinClxQg0XxxJNh2rJacmMVMdkt1_KrOv-u4w==',Yearly,Active,ShirtDeluxe,Clothing,Shirt,457.0,2021-08-13,6,4,Placeat non molestiae ut a.,341,56,762,1959,2742.0
298,b'gAAAAABlumZ1m0icOQ-rsGwkjd7BtWtq51iDyybTHt003cVvlgrULj-k4nHFgDHX-PDbDCnqc7Q27p6zqWgHUTxonV3T5Ib_qA==',85,M,Kingland,New Zealand,b'gAAAAABlumZ2kyzuVH91oOL4YwXXgyR5V7852HiOq5O7K7Mm2qw_N3cLzMHHYeZu5gtgM9O2h8hv19x82isbIQRwT6OZY1f7VEJSqa7B3PtG5Nos6GEzyL8=',b'gAAAAABlumZ20gRoEqJXlyORo8sC_3WX8GWfO-kdrcW2rBXGc0X2CNi7q00g6BhEdXg6qj7afRGtBdGywF4HeKrh4-fZrTrSW-rPQs9E--YvkrGxylXgByhGK6XCUR0JpGR2syiH-7s_',Rarely,Churned,BeveragesBurst,Grocery,Beverages,80.0,2022-10-04,5,3,At nemo nesciunt et quae ducimus molestiae.,433,1,1089,197,400.0
299,b'gAAAAABlumZ1ODv1-ENTAyAiZ5B0fxm95qLzp1EeWk2D3JPQBiCPQMFSZVOIbf5T_71c0VMtJGoxao4YfCSjTx9WIw3uGeiWUFaxzLQ8wT0-vXFF86W--HE=',59,M,South Barbara,Bahamas,b'gAAAAABlumZ2V2aBsy1F3q3cGC11Jg9lSg0qPcvmVo8kQfCygvzWSvY5k7XA6sMql1lH-B-G1TdQmKasXuXuK7FWLtm6kHilsqFEqqZjFeHJPczKYkdBIT0=',b'gAAAAABlumZ2akeOeGQfsC-Lhzez0JaUPkKkL6JM5TMNWNGyrmSWNsBzoUHaDzdYPghYWKicsXoRnvdsqmvOPcd0ftAPpu8oHrx0lalPpr0E4kNVEmWmNtw=',Yearly,Active,UltraSpeaker,Electronics,Speaker,382.0,2019-10-15,7,1,Et repellendus et ut hic deserunt cum exercitationem.,798,76,238,1031,2674.0
300,b'gAAAAABlumZ1XD8uP0tf_G8hbiLA294Xarcg-ZmQHhvmOKhkmYHeeYZQ6S9lVMYbcQxud6ViDYvK4F6U9_4_sGZqUe3lGsfEPgdmaBT4ynbKYjI7QSlCQVw=',24,F,Monroeberg,Solomon Islands,b'gAAAAABlumZ2iZBeZ2sUuQOe7gxLZCnvgZhtunuFoVdsHDRQozAp3eLn0QUlnXLfTNQPjWA4KaWSS4h1Xx14HtRZ028WcIlJCpC8kb37tHTnYDaVU5B8Yr0=',b'gAAAAABlumZ2td0cuU9I6j649ubnmEH9J5lpTwXPeL62ZKIv35zPTESepDaq5ktfRxRs_M6xKTifVa98UvwJkfx9c1we0W-leyDLfBuhtm-6V55vmOrjzlL6h2A8DKWT0ldgwXbybwAY72PuBuOHIvNIINIHaaoSmA==',Yearly,Active,LaptopPro,Electronics,Laptop,38.0,2021-11-24,3,5,Recusandae molestiae illum nobis pariatur.,1035,37,845,2332,114.0
301,b'gAAAAABlumZ1Lva9IPhZA4pxJl-Su5uTbyXhLcSPyfxFtQEig_w0HWcRlVlaF96YUlkq2cX60Gz3WL_r4cogSXBhNBJBfwH_iQ==',59,M,Stevensfurt,Romania,b'gAAAAABlumZ2GeXZGmcc_gJfpoVlY556320-cCFRzBZS7kUa3DcIFPnxtfjOyVjy6KQDpBrX6OZJV3bJKRqQOXLtw8CcQGYQs7QKCvg5qPBNUtK3xkfujt8=',b'gAAAAABlumZ2-vAnQ0HmbnPAUtZ4ji-6H5Q3evAYafn2dieTI-nnSh6j-j4HGUFhFOO8plPMqgHhhwLmrqQwDCLpAudl7ySPCGGmmHvD4m4yqYr88F7DwACoHTlewRIrHjOCd7xxyDH0',Yearly,Churned,TableDeluxe,Furniture,Table,68.0,2022-07-15,6,3,Provident nulla rerum vero autem.,1290,66,1022,2014,408.0
302,b'gAAAAABlumZ14l6kDVNKAC84Id19BOAaO3nYFZGvtp58KQcFMPjeuYMzgum78STn1vpCrN8wxhE00UwFOEkAW7cED-s3Mhu56A==',53,M,Port Wesleymouth,Mongolia,b'gAAAAABlumZ2HZJ5wsC_wN2JZFzpEpr-fv7_qm8yMAEN5AqywJFQxnzf_5kYYwqmROrKMfGFSBG-P6Bi0j2YT4GWy9qEUNu4YiF5z2SOrVsQHcU2ML_QU-g=',b'gAAAAABlumZ2pVJ9xUhCElXy7aGz0dF4KGRz7MDbgyOI8zB6UMXQqr_v67gBCbmn0fPuq58CozBGNl4kDNTHOWG58LiglmVZjKhlGswffJyhDmNHCENthwz1jhLYHTO-BxepgULH_Wkg',Monthly,Active,ComfortSofa,Furniture,Sofa,299.0,2020-08-01,9,5,Cumque culpa facilis consequatur repellat.,159,22,457,468,2691.0
303,b'gAAAAABlumZ1B5Ej69k1bBY-neBoNO-uX3uKlp-QImKI1_R1NkQgGhomoQWj1NYJ4oRLnyMKGSvFZcqF_B1Sc7q-c28kHdVjHg==',39,F,Lake Kimberlytown,Romania,b'gAAAAABlumZ2koZjL5WSY83dIqXD5BclEOm8glwdAbozjTpLDystWSpha-wcozfg05eKhQ3GfJ6d7whDJOeEWMMAlJ_1RGUmOACRUC-bzzAIKGVlZH6R2_w=',b'gAAAAABlumZ2z6EsnVOEqGPruyEsidn5GDchGO1fy0XlUAUQsF6BgMrrUpBboHW0dHL87lzdW1eHKtA7fD5pDTI125yJKcYM3UZVn0SfRXKefIiOe5tJ8VROM1r_DwQamOLbFg40Ej4kzdjPU72ym_Za1APut0ZkNQ==',Yearly,Active,JacketFits,Clothing,Jacket,45.0,2023-08-07,1,3,Et est quia eveniet id fugiat adipisci.,674,33,1334,959,45.0
304,b'gAAAAABlumZ1Yi9Z1TDW-STvS129FjXbFWGUiGgJXcMKTqIzoewBYPi1bs1fzMeGh-NJH6Icw1Bxodz3-y3fMPK8dlEt2FXoOg==',72,M,Port Sergio,Egypt,b'gAAAAABlumZ2Yz1Zqj6z9Q0ngcuijlxnvdZhOQGQBpSD1nSDk20HIr3txOuipLj7AuZl5Wvz7DavYjGJ9MDTx8IVFV7y1KEmAqbD2twxvRMc8HgoCUYp3EY=',b'gAAAAABlumZ2dBvkReA_VJlrix_CrZr6p5aLy_VGYRb1x32jRZM3EywacvGoMrQkdpEXhYHEizIouKDBFrvO8Hie1-t4bnFiJDBkBOz8SNqwxQCKOfxWgFmPLy2iHA2FKBGB8xKuOYOd',Yearly,Churned,TastyBeverages,Grocery,Beverages,86.0,2021-01-09,2,1,Aliquam iure cum sapiente est molestiae consequatur.,905,68,589,84,172.0
305,b'gAAAAABlumZ1nyZNM5YX8aP1Ly7oFYeC68yvLZAAU4udBT9s0K4_gx8zr298AUlJdVAOIoApXBAYKnJe-m47fZiTq2EbpQ4xVw==',76,M,East Brandonfort,Uruguay,b'gAAAAABlumZ2BmXsMbLKVKuTc1tAj5hDoWWGcHaZGVrzVNYS-NpDpbIIBku8tnY92I89fByYofRO0WVKgdcdtdu4WckyRHfkCBY2YGOwpGd7Yp4WejDcIaM=',b'gAAAAABlumZ26ATVkh1zhI1nD-o8mzXd8ZbijqiLectNy3jxcvmwx1Kh7f8FhG6nnvx63rqUosiMS_GQnXMQZOk7A5DU3fIflEZ4D9xBpYpgJsOSfr6r9wGoA_h5--pwW_KcKV3Wj1Uh2k9iFF7DDYZlGpyqn2xLQA==',Monthly,Churned,FreshSnacks,Grocery,Snacks,86.0,2023-02-15,6,3,Nam et omnis ex est rem qui.,840,31,1200,1641,516.0
306,b'gAAAAABlumZ170O7SquaJWZgTILZAAp_GLbqiXrLVjoP3qKXwDhuUvBNhsTVrSi6-W95-gOxT0V8ZLIhRpCtQ81i7KXlwe6A2w==',23,F,New Jennifer,Burundi,b'gAAAAABlumZ2OTCxPQ3X6d9m6OwDs7dYn4ImusjXBDnuuWUbXvMceDUS3BGGcZz09psiaHj-HvCdnsZ7vbz20X36qX3kdwXOrItfl8hD2LFl6ZdSu2gHGNY=',b'gAAAAABlumZ2kPyOpvuxA0DpqIiOzZWrCXB5ZBo6RsT6cO5gTp-WgoL9YxXQorHNzytzTT2CorGzeSIg0nA90cQ0ce_cmLtLjr0f_oe1qv85EmpY9pDxkVUuSmrH8Kqu798h7Dyiz6Wp',Rarely,Churned,VegetablesBurst,Grocery,Vegetables,45.0,2019-07-15,5,2,Voluptatem odit officia laboriosam quo aut.,652,77,162,2951,225.0
307,b'gAAAAABlumZ1z0s-U4-SuhPWgOZ83nv7rBmJ_U-2kBNkJenE1WWQrq3hgRIr3JQNwhju-m5dLneaQVuIjUKgCnQ9NEdDgWCBrQ==',32,F,North Heatherville,Estonia,b'gAAAAABlumZ2GQsDJYDBrmTS18PFB_drmfkmU1BVz-1JVyUjlsjMxf0yZvW3U7j-MMWXvrZNFaWPLRI9Hq4TpLrmXauPc3BiAWaucwzS2L3w7otyXAaD_os=',b'gAAAAABlumZ2FO_ahkIvOXG84Du-w88MtoOcbqCe9Oowt4pSZVJpuUfvNYH5j-lRHzfVbWOqpQAukkLidC49phMzLAJtoUBd8xvJV_08SOePYTvusa4qW4ec7an7JgwyTiTGVMJT6sMP',Yearly,Active,SpeakerMaster,Electronics,Speaker,77.0,2022-07-27,5,4,Quis ut incidunt distinctio itaque in natus.,718,64,1033,2245,385.0
308,b'gAAAAABlumZ1GKGh1heS4dDfGiGZozEjcKn0teVi8WMmSYvH7jIbuTvzyB8LNk0TAe6uY8gfKjoJEbLObJd4iEi04hOxQCU89w==',35,M,East Betty,Ukraine,b'gAAAAABlumZ2O3nzwFa-SOtUUerezIRKGkDT7-xZFSBowtGtNE9ZM-q-avG-oFqDDKw60like_H_7lcNyEjalvKuavNsftVldRxKbUBI6GiQ6u3Ky8SAThE=',b'gAAAAABlumZ2SJC1T-VnkWDZ-diZ2QnR-006mWy3xZnvAYOtej2CMqprrbMGBcMWO5M4O-QJg8IC7Q0nNhVtjxFtIk9pqr6754kUanxpjuB9gPy4fCxyeY5DpgXfV3q2hePm0FUNtYUdSbZtc-lUluHac2rYbgA6Zg==',Monthly,Active,ComfortChair,Furniture,Chair,59.0,2021-08-12,6,2,Pariatur tempore dignissimos illum et placeat tempora.,1229,21,761,1935,354.0
309,b'gAAAAABlumZ1PVhgSt5ZOZ52sUbakClgXwcuKf_5ix7J66LJSbPvkh0R9FFPdIsSmYwuEJJP9IXMbUDi-z_bYpNQXCp-_4owJA==',83,F,Richardsonview,Seychelles,b'gAAAAABlumZ2TYROcn8gvJxbhWpvf7xhu82jLbQzYG_9vfHJSpi4qH_H-R2Oavu459rVyYaCJyzgZ0hRQ3_7YqlNc-SzMLAVfLBOKXaUrVxnPG063QofoQQ=',b'gAAAAABlumZ2ZJU0Uk9Pk2QB1Tg0qMjwo_A5IVpZGkn6YEsbiCFsr6e_MtP1Wh-UMa3XUhC3EfNGqX02STrIAiuqkpqMKr79cM-c7SqTtqPfR3L3tty3Gtn_R-eFNWd4sLPEVCK42eKUhmKRH5uAN99KAxnmmB2pWg==',Yearly,Active,Non-fictionTales,Books,Non-fiction,843.0,2020-06-16,1,5,Autem aperiam autem voluptatibus incidunt eveniet asperiores officia.,1205,46,424,296,843.0
310,b'gAAAAABlumZ1GAXvc9aGBe1v5H__mmJ2_N0WzJ8oRM6_EOK-Mmya_MjxrpAPijbovGqU49bqbGe1TRQMtTWxZhdW1zj8gMsv5Q==',25,M,Pughhaven,Colombia,b'gAAAAABlumZ24_iPXy0EqStjTkPOwgcGVYDVB00CryTNoxaP8c42oNHU_C9lq94jMTYqB57RAbWS2H9D_9kWQKU-4XAMeP4pzqshOkOXg2qVjUCyMqJZW7c=',b'gAAAAABlumZ2Yc4zYAeYrwJ-fLNHEAXoR5putj-BmU23ttWSLoVs1skNt-N5WjOdsv6nCL__LI4eBQclrWXg1LBpUnz0R7ytjo6VO6EG1L3Pi4vV0V4be7rmgqpvguYR3qy7LwJfzO5s8pK7Zoi69mqE0djVYRiuiw==',Yearly,Churned,JacketMaster,Clothing,Jacket,215.0,2020-10-28,9,4,Quia sed velit voluptate non.,188,34,527,2187,1935.0
311,b'gAAAAABlumZ1w4J60l3yCp2fcU-g7FCW4NC2beo9k9A-Gbl6As_FZ8iVVXgLx9L-n-7Y7qL6oUtvI5zRdndqger6kSESHjYQvw==',21,M,Port Kristenhaven,Qatar,b'gAAAAABlumZ2HRFjuRLUmT1QZiz_SIvdqotc2dX0KYA_f0Ke61g2jGfuhqsaXDz_taid55MG8vsO2b765CuwFr7DtCv8rbBDyvr_RYXwaHXXkxZQiawAsU8=',b'gAAAAABlumZ2_SfCLdxpm-aL7X15S-R3eu3rGN9eydUHRNcTbXytXepvPzHzzf_-PWtfiihAQZEIeL2SerEhVa-dE5tuPBLTON5Qjg3Y6_Ryy6CFSY6X-1GVclu_YDNnVMxzuiwRxqnl',Yearly,Active,VegetablesBurst,Grocery,Vegetables,35.0,2022-07-10,7,4,Quibusdam qui laborum dicta aut distinctio sed.,957,77,1020,2212,245.0
312,b'gAAAAABlumZ1FnvXw4OjSlmBlBcsqt3xvQmyBms_k0y7CuAPPJ_W8Csy0Ueg42ROuaqDKMiJTbPgSZXSNWhkTVfD0h8gxLLWlA==',24,M,Andrewchester,Gambia,b'gAAAAABlumZ2UYfKuOZDM2fcAlih4VlbWVbLvlFiUXqJOXj1KcUrODyzQBNHxXOZDTgpeOlyxG5bX-4f0x34e2kYx1jwMINOo92p-e4q36DzrpYXYdCah-8=',b'gAAAAABlumZ2i1aAgEAGXL1ty5oeF1U-LeiPkBOBElbUH9P07LIe_ke6ZmrUrEUCdYc34dnCAySqjsTQ0tL28aeY2vPEQp6MN2bNm2HUep-vXNELEGxASEW_EjSaBBdL6NwSeDKDim-Xb10M0ae9z62dr1DqYYGM1Q==',Yearly,Churned,JacketFits,Clothing,Jacket,74.0,2020-10-12,10,5,Molestiae minus officia voluptas eius.,1011,33,514,1620,740.0
313,b'gAAAAABlumZ1PKyNyTtiJ5eVioYJhSJQN0PRnkG5lrHk96wMjq0TC1nSuQMRKrfGs2_qqWlt4qAYAheM0AOBf5-UBM7Mi-t7Qw==',34,M,South Vanessa,Sudan,b'gAAAAABlumZ2fdzIxYfmsVnYkxR4URECCI4zL2GPwHlA6Ua1l8e1foKdHPzY8U9Nk5wW7j9usvc4kloYWwR3ejZrJ8E-305t9mbzi8GrpTQ02jCrnZI7hvM=',b'gAAAAABlumZ2A6lA64n1qmcIDpJPUzsfz34CRslR3vHkfOxQBJk37-CDmqeuqpe9ANmn6P6di6ltdo4420rt1ynpqtdCv7j_ok_yiAl-efH-AS5LshmIW6Zxpl2OlwwVaoB3ZJcQjjaH',Rarely,Churned,BeveragesBurst,Grocery,Beverages,339.0,2023-11-13,7,4,Sunt voluptas qui iure ea qui exercitationem quis cum.,438,1,1418,2600,2373.0
314,b'gAAAAABlumZ12VMdGxJ2gAgPH3AP_TZV1RpBJgo3ETvfqGQq8-kQZIwaltCQIs9DOn-xN5sZ3AQ5XlKvxYiAEaeeRRpNKS_WVQ==',32,F,Denisemouth,Russian Federation,b'gAAAAABlumZ2IqEpXvfn0BE24FFSIc40Mmxk5FfPNdkUpbZ6nkydSgAoWH36UiuFl28wCVCnc2rVG-SHkRiMxkBfV_yuSKAkZjPoGpzCLhHxJgsUqkUWLPc=',b'gAAAAABlumZ2KkhFFTwdZyf1tY3vDbUIl_IbbYAelHZcd5uqkvTmMxLIzuNHZGD3FFzyqajleHjpjF6-GmyHa3wlNgcpyTN2gzF7cYHiu3do8H_8gfvSyVBr5hR6-Jr2CTiYl1G70V-RPZdK5qXKZpQvLUPcFkiZiw==',Yearly,Churned,SofaPlus,Furniture,Sofa,659.0,2023-08-23,1,2,Delectus possimus quos nesciunt odio harum aut et sed.,814,63,1349,520,659.0
315,b'gAAAAABlumZ16BMPed2RbQNVIQU8_mivvveE8S7B0YOlMA1ZVRIj2OsXonfrYdbqovOP16sBhQJ_EpiWrANky4y9h1JeCzK09qwD8_DIFxek3WqZCzhKeSY=',24,F,Bruceberg,Norway,b'gAAAAABlumZ2iBjYjCWPogTSdgAW3fUQ6uj1Q2i3yF6_VHZk_O6Hk12_RURcasn7lHuOjX_JdM6ZXbp3XsGbN4ZzBGrPMiiHB8NXP_JIBp9WqVH8ah9Nzmw=',b'gAAAAABlumZ2yKXRrFhVMupCQd6ILD4_c_se6S94PnKRh69qcL5hvxOJVO1NXV33j_b63dgnqWVMR3r81gfvwMl4Puo9i6ans0yzfaM1ENI2TexDHCWoUX0=',Yearly,Active,The Art of Non-fiction,Books,Non-fiction,96.0,2020-07-24,3,2,Itaque alias provident expedita sint nostrum.,47,73,453,1416,288.0
316,b'gAAAAABlumZ10RiGgyxdFKpVfNJVh3_pMxpmfW86d8gSPBSfcmo_0pA-aSE-t1u_KO5_j23yj4TVtqCn0j7lqKatZk3zTrBMmHx0NJOfTr-Vd4MyiKchef8=',96,M,West Mariahaven,Cook Islands,b'gAAAAABlumZ2mL4bCYFqx0oKrJCnV_4GkEaDoDHIulFW-JEPpHaTRijWiDr0dpTyJFTcFuGofBhqcj3B1c6t56kEM-UoN2_MhP7AtqibV_ccSNNyz597VYY=',b'gAAAAABlumZ2zDxOh-duFoOf0toipi4FUFBoma2Zsf-DJkWxqygGRGXMt3vAFomS-z0lUggZwDTnTlAVYnc_x1aYtm5bULynrAZv8gvOp3DNrPER7Fo4bIIztsarcbujVyatYF4zTxPyPsR3-OyirCD9ZC7svNMhyw==',Rarely,Churned,MegaSpeaker,Electronics,Speaker,76.0,2020-08-24,8,2,Explicabo reprehenderit excepturi et temporibus recusandae.,1254,42,473,1158,608.0
317,b'gAAAAABlumZ1TnIPMtqVB6vMuB3kVhGJZFUqKVXNO5Uc9vNY-wu7KikPoWZyP5N4xBzBMWIuWuQQwv5OaCwNVMeJ4dOb2xJIsw==',18,F,West Juliefort,Sweden,b'gAAAAABlumZ2Z7LyLKovKRMQ2nf408YTglb5MH7jJJW3ZG4a50SLynSs4fBEN98T0H8ZAD5f02kLMkMecBNmBZvW4KlnVqeAOHvHhiXz2gvuJWZ1d5SUFa4=',b'gAAAAABlumZ2XSgFJkzjgfucoKoy5Oc3obp5qY82HhKTk6rXOmIBCSv52X2_c1mt2pBWmb56p7lBWq2PFAsY398O8q_QfnU9S1IDCJgv8ira-KdukoJxNzpPoAJbA6VlhFIsZCxidoo6',Yearly,Churned,VegetablesBurst,Grocery,Vegetables,839.0,2022-09-23,6,1,Sit est vitae ullam.,1218,77,1078,2545,5034.0
318,b'gAAAAABlumZ1EsW8yY1ZfOpTW0ySDyjOie-O7To42GJNj8rA8koX12tevmPBRFMFcKa2JvvziLR9X1MMwbrG5hv-IGRL3-uuGm_HE0Hs6-YqCDUvR7ly-CM=',31,M,South Joshuaside,Ireland,b'gAAAAABlumZ2UQjn99r3Lm5G4XWcAb--28fGNs2AmDjltTLMs3me9CDwH29uykCMUqYxtFj1Xt8CXeZsOxXjrC4Bxgap7jysBqlAjJ00yrEUGXgfgg8YMbw=',b'gAAAAABlumZ2jiu6BKpPhlZsP7hSu6EjeuF1tjzfYPSNp_JfTgDFlailj8kOMRzRnzM3XFuHqouSGWzICfcmG_VECvcc1iI3A9e6EouH28QFVVrixAm1GtM=',Rarely,Active,EducationalGuide,Books,Educational,318.0,2020-12-09,7,5,Eum voluptatem maiores voluptas sit.,426,24,561,1080,2226.0
319,b'gAAAAABlumZ1se670c5lTR8zcEA7h1AD8B1xKgE-NeGXEqku6fbatg7kYEX-mTkweMbtbBKlFkTd--FMSAFBh_WTvatitaoiNoAv09PWNQlTnTwit6veKEs=',27,M,West Joseph,Netherlands,b'gAAAAABlumZ2DcfKLQjTgTaopI1owYZie_Ovx8gD-T7x3_RcPhOmtDtomC62zmoni6UM66174ve7HXzdTuUJ7rUdw7DU_F_zFQyduIyk11MFf79C9VZhaPo=',b'gAAAAABlumZ25tX_QcaemGcRCcye-8ZSiolScBffJSv6nbe_WODZnX1RofId43OgQDSzolfSMeVrqQsFxOpyvgDKvOVLVdgY_99k8xhugqdMRtW7g5R5ZHiEEgvcRjsC6FJqoGQb66Wl',Yearly,Active,ComfortChair,Furniture,Chair,22.0,2019-01-02,7,2,Aut perspiciatis rem soluta sit.,349,21,1,267,154.0
320,b'gAAAAABlumZ13HIyADEEjX2E9A2F5hJjFQzx8EYTfGkYtLyvCMKtBjdiVsXSl_R5ElF_TZLNZRSzw5KbyAMGEjHNQYDxAebbxw==',63,F,West Jennifer,Senegal,b'gAAAAABlumZ2J-zpOb6KUc-J0Zfbjr5_g5AeKpRdiPINnqmOVk-avhESx3jb0RJCv7vo2BJs6bQJQbF0a_urLTbVbHrmRsDVfc4APAe-Qg0lSDBi2o1Xgn4=',b'gAAAAABlumZ2L8izfg0zPsLx0xwD9qhU69TEnbQP6_tnAwpcY3mQC-JIY2PN8ZsHkdD6mNDq-5XlX1gvXfGPyUHDvBuuBVT6U4Issp1cilmKd4XvcZ-pE78KezBLyQKQXXlTQMSgPI3_8xdwF-pGyQ8fVoPWU3oY2Q==',Yearly,Active,UltraPhone,Electronics,Phone,19.0,2019-07-09,1,1,Explicabo accusamus dolore pariatur dolorum deserunt molestiae debitis.,654,75,158,1143,19.0
321,b'gAAAAABlumZ1lxsS_Z2Ywh3VP_fhmpQ981C61VIYYXE8yh9MZSkwrBOwTfsicN0qN7jJtIozDVk850n-GlgNocsV9fwsxDt7LQ==',28,M,East Leslie,Cambodia,b'gAAAAABlumZ2MwgDRrTVEC6qy3HZXYpiqufeqV3Q8YxKWMnDK7Th-41eN_toKll6_v74PwmT0PaBrGv5XRAvXo5MKgiULIdiCu6v5w-4heuwFVJNT3YcJWI=',b'gAAAAABlumZ2VMccvlVtMSEeM8e3aZrKIGboaoX2dVrFh0D2MSxuGycAlYaU-_pWdyyfMMRQlm-VkRWDpawLIro6W0kGt71pNKAJBhiN6wLKXWUnGdJHAkT3VwZX5Sx0krtkhG9OKduEelAe6NqRpE2zr0UAIWmdYQ==',Yearly,Churned,The Art of Educational,Books,Educational,1.0,2022-05-16,10,3,Minima nisi libero perspiciatis esse et rerum repellendus.,478,71,980,1569,10.0
322,b'gAAAAABlumZ1f2skBCe9E_hmmVLpr3298zLVzis1Z_WQ_VZWYOThBS-KsvetXcVJU28Yw8tNlso_c05kb7FI6G7ZZ1SYgK0bdg==',18,M,South Roger,Mauritius,b'gAAAAABlumZ2viRVZdyzPODfUg7tZR9DGxJZ5Rt1Nc754VgXyP9kS8bSxWx2RwdQ_sE2wDHKtb7pghHTZaMbsCQ-EFV8R4i3xXCHd_HeGF5_thAtsFHkags=',b'gAAAAABlumZ2sK4-B65ICeJdmwHy2OEvzzh5QcZ-xRaGkAaZ2slRIX74x9ct5Dng0L78iwDddXlfYGwpDX3jyBicgekwMYALxd6KnPfpEvTGHU-k-Xq63qseGmubblsk271-o9tSqc3ZNzwrEMwoL2q6h1xiB5CPHg==',Yearly,Active,SofaPlus,Furniture,Sofa,26.0,2020-09-05,7,2,In praesentium necessitatibus et aut.,335,63,481,1338,182.0
323,b'gAAAAABlumZ1K0H-lE60amlCOOMDJMUmJqXuN3uqqcFHC9nRHwTDXP1tYYIcfrdLpytZiV7TSWCZGSBXRiOcd2_MYslnD83auQ==',79,M,West Jonathan,Mozambique,b'gAAAAABlumZ2w5VAVU2NXZYoMPdAMOKmdx7g5ad4lviFCT5Q4_XEvPhfWAsgdKHZOnQc1_5fYHiGp5JTBGkX7Fv4x74VGFF2lUJrZe6GoBz5CwW2TTnDe-4=',b'gAAAAABlumZ2xMQSHH4M5PD_-jd4HgqO7z2rLQW0NXPpiQq-RJx7wNfI2feYNru787qV-zx12OdN6Vu79ZOFaqTJDh9af9nB4Gxs6HgAd0z_lK4N9q731lA=',Yearly,Active,UltraSpeaker,Electronics,Speaker,41.0,2023-07-15,4,1,Vel deserunt enim et hic quos.,933,76,1316,2774,164.0
