id,name,age,gender,city,country,credit_card,full_address,user_source_type,user_status,product_name,category,subcategory,price,date_purchase,quantity,rating,comment
737,Kevin Phillips,150,F,Haleyborough,Gibraltar,2462049730155201,"PSC 9007, Box 2825, APO AP 96818",Yearly,Active,ShirtFits,Clothing,Shirt,-74.0,2022-01-29,1,1,Laboriosam quibusdam libero placeat accusamus.
738,Kimberly Collins,-5,F,South Jessicaville,Costa Rica,2451227060875456,"30526 Tucker Ports Suite 986, South Edward, WI 57185",Yearly,Churned,PhoneMaster,Electronics,Phone,155.0,2021-09-15,5,3,Quaerat magni magni sint et exercitationem esse velit aut.
739,Randy West,150,F,North Jennifer,Dominica,2713342372033324,"USNV Norton, FPO AP 01982",Monthly,Churned,JacketFits,Clothing,Jacket,625.0,2020-08-07,1,5,Voluptas impedit laboriosam vitae molestiae laborum recusandae deleniti occaecati.
740,Mr. Matthew Lutz,25,M,South Vickistad,Colombia,2267469280051294,"7667 Gail Streets Suite 886, North Lisaberg, FM 71745",Yearly,Churned,The Art of Educational,Books,Educational,-53.0,2021-05-15,2,2,Odio suscipit ut sapiente quibusdam aut et et.
741,Spencer Murphy,37,M,Taylorton,Bulgaria,2282944085939399,"USNV Smith, FPO AE 79106",Monthly,Churned,SpeakerMaster,Electronics,Speaker,217.0,2023-08-23,5,2,Ab autem quos modi et deserunt dolores corrupti.
742,Timothy Weaver,150,F,East Donaldchester,Tokelau,2706594999791473,"554 Graves Crossing Suite 199, Berryfurt, MA 86543",Rarely,Active,TastyBeverages,Grocery,Beverages,-35.0,2020-04-04,7,5,Fuga ut delectus sed qui.
743,Justin Gonzalez,150,M,Scottmouth,Algeria,2292802834009450,"0500 Murphy Vista Suite 137, Tinamouth, ND 15382",Monthly,Churned,SpeakerPro,Electronics,Speaker,955.0,2020-10-16,6,5,Nihil sunt quos sunt.
744,Kenneth Jones,150,M,Warrenville,South Africa,2292093130253295,"4375 Carl Plaza, North Wendy, MD 10716",Yearly,Active,BeveragesBurst,Grocery,Beverages,-87.0,2023-04-04,10,5,Asperiores nam deleniti dolorem et aut.
745,Nancy Bell,1,F,Owensborough,Marshall Islands,2246622463695230,"51892 Diaz Pike Suite 932, South Jacob, WA 35488",Yearly,Churned,BeveragesBurst,Grocery,Beverages,-31.0,2021-06-05,2,3,Animi velit rem voluptatem quidem ullam sed aperiam.
746,Roberto Smith,2,M,West Yvetteberg,Palestinian Territory,2225235422306958,"064 Mark Turnpike, Craigside, WI 77056",Yearly,Active,FreshBeverages,Grocery,Beverages,-26.0,2023-02-03,3,4,Quam ab at et dolor laborum corporis tempora.
747,Michael Alvarez,150,M,Port Mirandaberg,British Virgin Islands,2668704662036579,"USNS Barron, FPO AA 37001",Rarely,Churned,EducationalGuide,Books,Educational,-76.0,2021-03-17,4,1,Voluptatem sit iste tempora praesentium et.
748,Stephanie Reyes,-3,M,Timothyfurt,Morocco,5526823980684434,"PSC 2062, Box 9755, APO AA 07663",Rarely,Churned,SpeakerPro,Electronics,Speaker,-89.0,2019-10-20,4,4,Aliquam dolorem facere est voluptas aspernatur rerum sunt.
749,Ryan Scott,150,M,New Zachary,Australia,2666427520228483,"08512 Fry Unions Suite 462, South Hannah, CT 54891",Monthly,Churned,ShirtGuide,Clothing,Shirt,369.0,2022-06-07,4,5,Voluptatibus officia rerum quo dolorem quo ab.
750,Lisa Hill,150,F,Port Lindsey,Ethiopia,5450886465148225,"60920 Laura Mount, Deanport, HI 62136",Yearly,Active,FictionTales,Books,Fiction,-97.0,2023-07-18,2,3,In est dolor omnis odit id natus inventore.
751,Christopher Cox,4,F,New Kim,United States Minor Outlying Islands,2236709649571161,"1398 Rubio Locks, New Shelbybury, AL 56696",Yearly,Churned,JacketWear,Clothing,Jacket,-82.0,2022-05-05,4,5,Sint quis fuga quis dolores maxime reiciendis et.
752,Danielle Berg,150,M,North Cynthiaburgh,Swaziland,2283451366495652,"213 David Forest Suite 735, Mckinneymouth, WI 03386",Yearly,Churned,ProShirt,Clothing,Shirt,-16.0,2021-07-16,9,5,Et quo fuga delectus quisquam consequuntur quae sint.
753,William Thomas,2,F,East Jason,Cocos (Keeling) Islands,2296523873211700,"6970 Rebecca Spurs, Smithport, GU 50473",Yearly,Churned,LaptopPro,Electronics,Laptop,881.0,2022-06-07,8,5,Sapiente quia tempora consequatur earum.
754,Rebecca Copeland,1,M,South Dannymouth,Romania,5238366468157035,"9591 Donald Union, Marcusberg, MT 34637",Yearly,Active,LaptopPro,Electronics,Laptop,-35.0,2023-08-26,3,2,Distinctio molestiae sed at vitae adipisci officiis et.
755,Emma Sutton,150,M,Rebekahbury,Jordan,2227158795682847,"USCGC Ramos, FPO AA 03667",Yearly,Active,BeveragesBurst,Grocery,Beverages,573.0,2022-10-21,4,3,Molestiae aspernatur alias nemo minus aut nulla.
756,Catherine Carroll,150,F,Ryanstad,New Caledonia,2296198446176092,"34800 Jones Mount Suite 405, Leeview, CA 15783",Yearly,Active,PantsFits,Clothing,Pants,-22.0,2019-06-18,5,5,Magnam impedit laboriosam qui architecto.
757,Lisa Fields,-2,F,Samanthamouth,Costa Rica,2353565735277262,"719 Alvarado Creek, South Karaview, AS 05448",Rarely,Active,VegetablesBurst,Grocery,Vegetables,-93.0,2021-07-25,6,3,Fugit molestiae assumenda dolorem dolorum.
758,Laura Mckenzie,2,F,West Rebecca,Kiribati,2224758989098560,"9041 Stevens Port Suite 310, Lake Marvinmouth, NC 62306",Rarely,Active,The Art of Educational,Books,Educational,873.0,2023-10-26,1,5,Exercitationem nihil consequatur facilis ipsam.
759,Randy West,150,F,North Jennifer,Dominica,2713342372033324,"USNV Norton, FPO AP 01982",Monthly,Churned,UltraPhone,Electronics,Phone,579.0,2023-04-29,2,5,Veritatis fugit perferendis autem aut est eligendi.
760,John Turner,-2,F,South Catherine,Faroe Islands,2270145145623981,"786 Ewing Mills, Barberchester, MT 55968",Yearly,Churned,FictionGuide,Books,Fiction,-32.0,2019-04-29,4,1,Voluptas voluptate ut provident assumenda optio.
761,Nicholas Garcia,150,F,North Heather,China,2221518887371839,"79480 Derrick Landing, West Daniel, ND 83954",Yearly,Churned,SofaPlus,Furniture,Sofa,-28.0,2023-07-02,4,3,Qui qui dolorem repellendus cupiditate numquam magni.
762,Ann Elliott,150,M,North Christy,Faroe Islands,2250862604054805,"8151 Kathleen Locks Apt. 688, Melissaburgh, MD 92104",Yearly,Active,TablePlus,Furniture,Table,-39.0,2023-07-31,3,2,Itaque voluptatem doloribus nesciunt.
763,Tyler Luna,81,F,West Shannonfurt,Luxembourg,2228171485912456,"58601 Mccormick Estates Suite 357, Joelshire, CA 31297",Yearly,Churned,UltraPhone,Electronics,Phone,726.0,2022-04-06,10,4,Aut nam cumque doloribus aut numquam adipisci.
764,Barbara Austin,0,M,North Joseph,Togo,2273639921569209,"2212 Colon Common, Blanchardburgh, DE 10240",Yearly,Active,ComfortTable,Furniture,Table,-38.0,2020-10-07,10,2,Quisquam doloremque ipsa dolores quia.
765,Garrett Harris MD,-3,M,Port Lindsay,North Macedonia,5472320215058710,"13263 Scott Island Apt. 283, Annahaven, FM 95508",Yearly,Churned,UltraLaptop,Electronics,Laptop,-1.0,2021-01-23,10,1,Qui ex a minima molestias vero.
766,Omar Wells,3,F,West Melissa,Kazakhstan,2294781375555840,"33828 Steven Trace, West Chelseastad, WI 74651",Rarely,Active,PantsFits,Clothing,Pants,-92.0,2022-08-27,2,2,Qui magnam et accusamus.
767,Jamie Paul,2,F,Dannystad,Guatemala,2254445694843034,"28672 Martinez Green, Brownfort, MI 08957",Rarely,Active,ComfortTable,Furniture,Table,-52.0,2021-06-13,7,4,Fuga et labore commodi.
768,Anthony Pineda,43,F,Garystad,Botswana,2279338272724729,"034 Lisa Green, West Shannon, LA 84289",Yearly,Churned,,Furniture,Sofa,367.0,2020-09-01,2,2,Dignissimos voluptatem doloremque quod et repellendus deserunt sed voluptas.
769,Kelly Martinez,150,F,Amandatown,South Africa,2447440569450062,"49076 David Expressway Suite 174, East Sara, AK 58259",Monthly,Active,ComfortTable,Furniture,Table,-48.0,2023-02-10,7,3,Repudiandae perferendis vel dicta alias.
770,Karen Williams,27,F,Jessicaton,Bhutan,5100802721246863,"495 Strong Terrace, South Danielshire, KY 14639",Yearly,Active,FreshBeverages,Grocery,Beverages,-42.0,2023-02-25,3,3,Ea magnam autem quas quisquam vitae mollitia nisi.
771,Whitney Miller,80,M,East Aaron,New Zealand,2537248883102058,"2172 Porter Drive Suite 474, Port Dana, GA 44829",Yearly,Churned,VegetablesBurst,Grocery,Vegetables,-48.0,2020-10-09,4,5,Quia tenetur voluptatem occaecati saepe nihil.
772,Richard Murphy,3,M,Lake Felicia,United Kingdom,2279346469639998,"60413 Brown Trace Suite 454, Allenshire, AS 07049",Monthly,Active,FreshSnacks,Grocery,Snacks,382.0,2023-05-18,5,3,Ex perferendis eum laboriosam beatae necessitatibus ea quo ratione.
773,Christopher Bell,150,M,West Craig,Palestinian Territory,2248745389909381,"20707 Clark Camp Suite 729, West Annborough, WI 96514",Monthly,Active,FictionTales,Books,Fiction,523.0,2019-09-10,8,4,Quia commodi inventore qui quis illo voluptatum.
774,Katherine Williams,5,F,West Samuel,Sao Tome and Principe,2700296547004302,"93798 Willis Stravenue Suite 915, South Annettehaven, PA 18922",Monthly,Churned,VegetablesBurst,Grocery,Vegetables,-1.0,2019-08-06,4,4,Nihil dolorem consequatur delectus et.
775,Mitchell Knapp,150,M,Leefort,Bahrain,5113122072168219,"3240 Mclaughlin Mountains Apt. 644, Port Joseph, MD 89685",Yearly,Churned,TastyBeverages,Grocery,Beverages,589.0,2021-03-01,6,4,Consequatur voluptatem et necessitatibus voluptatibus et enim.
776,Christopher Bell,150,M,West Craig,Palestinian Territory,2248745389909381,"20707 Clark Camp Suite 729, West Annborough, WI 96514",Monthly,Churned,MegaPhone,Electronics,Phone,-8.0,2022-11-20,7,5,Natus aliquam excepturi recusandae ut dolor.
777,Kimberly Montgomery,31,F,North Joyberg,Honduras,2233395521814227,"669 David Junctions Apt. 853, Lake Maria, AS 10441",Yearly,Churned,FictionGuide,Books,Fiction,580.0,2021-05-13,4,2,Vel molestiae nobis aut.
778,Christopher Willis,-3,M,Lake Nicoleton,Mongolia,5409995820702006,"65344 Karen Walks Apt. 304, New Jeffrey, PW 39161",Yearly,Churned,JacketFits,Clothing,Jacket,-43.0,2023-01-28,6,1,Illo voluptas sit reiciendis rerum quia minus.
779,Larry Turner,150,M,Lake Jessica,Isle of Man,5593532587744461,"54858 Patricia Route Suite 983, Lake Coltonland, OR 58058",Monthly,Churned,ChairDeluxe,Furniture,Chair,637.0,2019-11-04,8,5,Dolor delectus aliquam dolor.
780,Jacob Ward,-3,F,Port Michaelland,Thailand,2231951389380370,"29538 Patel Flat Suite 721, Taylorhaven, SD 16403",Yearly,Active,ShirtFits,Clothing,Shirt,244.0,2019-08-08,10,2,Saepe minus quis magni facilis.
781,Kelly Mora,150,M,New Thomasfort,Micronesia,5466761192129883,"2975 Alan Via, Christinaside, MS 60980",Monthly,Active,UltraLaptop,Electronics,Laptop,325.0,2023-04-10,5,2,Illum doloribus ea et.
782,Connor Singleton,-3,F,North Jeremychester,Haiti,2269243716693526,"5592 Patricia Plaza, Lake Alexisstad, AR 30619",Rarely,Churned,ChairDeluxe,Furniture,Chair,840.0,2023-04-22,7,2,Inventore placeat deleniti ea dolores vel.
783,Karen Garza,5,F,Port Gary,Reunion,2264723698339714,"843 Donald Lock Suite 986, Zacharyberg, OH 79330",Yearly,Churned,,Clothing,Jacket,181.0,2022-01-03,6,1,Velit numquam quo ut veritatis qui nostrum doloremque.
784,Eric Jenkins,4,F,Brookshaven,Samoa,2719156587969567,"PSC 8874, Box 3843, APO AP 26653",Yearly,Churned,JacketWear,Clothing,Jacket,-41.0,2019-08-21,7,4,Eos culpa non assumenda non laudantium expedita.
785,Tracy Kirk,150,F,Ruthhaven,Andorra,2720353121279861,"USS Ayala, FPO AE 40221",Monthly,Active,LaptopMaster,Electronics,Laptop,-95.0,2020-06-03,2,2,Et ea officiis velit atque esse corporis officiis nobis.
786,Jorge Stephens,150,F,Lorraineview,Nigeria,2242306297484961,"446 Matthew Orchard, Bradland, MD 50786",Rarely,Churned,FictionTales,Books,Fiction,502.0,2019-09-28,6,4,Saepe et quos aut quaerat architecto.
787,Jennifer Gibson,-1,M,Jonesport,Guadeloupe,2245851640348014,"53128 Sharon Brook Suite 011, Rogerville, KY 30589",Yearly,Active,TastyBeverages,Grocery,Beverages,347.0,2021-04-01,4,2,Placeat sit ipsam autem fugiat.
788,Patrick Gaines,-5,M,Lake Lindsay,Peru,5465342862708412,"317 Duncan Spur Suite 318, Lake Mariahtown, MP 81451",Yearly,Active,JacketFits,Clothing,Jacket,-43.0,2019-03-04,3,5,Est dolores laudantium quia velit inventore eum.
789,Jennifer Short,3,F,Kimshire,Bouvet Island (Bouvetoya),2274592383792380,"182 Shannon Rapids, Collierton, WA 77088",Monthly,Churned,ComfortChair,Furniture,Chair,-84.0,2020-03-09,1,3,Voluptas ratione nam quis.
790,Katrina Reyes,150,F,Keithland,Korea,2720869959839799,"448 John Circles, East John, CT 99823",Yearly,Churned,EducationalTales,Books,Educational,-34.0,2021-05-27,7,1,Voluptates molestias ut aut.
791,Amanda Robinson,36,M,Port Andrewmouth,Ecuador,2226556260162131,"036 Miranda Ridges Apt. 956, New Gabrielle, OK 39137",Rarely,Active,PhoneMaster,Electronics,Phone,-91.0,2019-08-21,7,2,Error eius neque voluptatibus aperiam repudiandae non.
792,Heather Hodge,-1,F,North Natalie,Guadeloupe,2450733341993597,"2561 Thompson Street Suite 703, Jonesshire, MA 90426",Rarely,Active,ChairPlus,Furniture,Chair,-24.0,2019-04-21,3,1,Voluptatum quia praesentium ratione ipsum veritatis atque.
793,Andrew Vasquez,150,F,Jamesmouth,Syrian Arab Republic,5406847597023137,"475 Watson Fork, Bruceview, LA 15851",Yearly,Churned,The Art of Fiction,Books,Fiction,124.0,2020-12-15,7,5,Eum repellendus qui voluptatum voluptatem similique incidunt deserunt.
794,Richard White,-3,M,North Jeffreybury,Liechtenstein,2279209648251129,"PSC 4896, Box 3688, APO AE 47772",Rarely,Churned,PhoneMaster,Electronics,Phone,589.0,2022-08-27,7,5,Expedita consequatur a qui reprehenderit omnis.
795,Lisa Ward,3,F,Meyerhaven,Saint Pierre and Miquelon,2278762632070583,"34498 Holloway Views, Port Marcton, MD 17469",Yearly,Active,BeveragesBurst,Grocery,Beverages,857.0,2023-11-15,9,1,Ut voluptas facilis numquam voluptas quo nostrum.
796,Micheal Colon,150,M,Russellberg,Netherlands Antilles,2710075714409223,"383 James Meadows, Amandaton, MH 23641",Yearly,Churned,BeveragesBurst,Grocery,Beverages,419.0,2022-11-24,10,3,Ipsam odio eius quae sint eveniet quisquam delectus.
797,John Williams,150,M,Smithbury,Jersey,2720090342270606,"1082 Scott Ramp, Estradaborough, KS 36857",Yearly,Active,UltraLaptop,Electronics,Laptop,-86.0,2019-03-19,7,2,Omnis vel id libero id voluptatem.
798,April Mcdaniel,150,M,Walkerfurt,Panama,5251603000291167,"84307 Ian Wells Suite 989, North Saramouth, TX 44701",Yearly,Churned,FreshBeverages,Grocery,Beverages,805.0,2019-08-18,4,1,Perferendis perferendis odit natus at et.
799,Vincent Phillips,70,F,Katieport,Senegal,2590416880465265,"828 Crawford Trail, New Kevinmouth, FM 34757",Rarely,Active,ChairDeluxe,Furniture,Chair,-78.0,2019-11-03,5,5,Et voluptatem est quia dolorem ut at praesentium.
800,Ruben Garcia,150,F,Bryanthaven,Tanzania,5534364796327561,"301 Steven Knolls Suite 429, Gabrielstad, MA 54130",Yearly,Churned,FreshVegetables,Grocery,Vegetables,-60.0,2019-02-07,2,5,Praesentium culpa qui ut corporis quis nemo.
801,Brandon Lowe,3,M,Michaelberg,Switzerland,2245712997903241,"559 Morris Stravenue Suite 341, Wendymouth, TN 91409",Rarely,Active,,Clothing,Shirt,798.0,2020-09-30,8,3,Magnam a dolor inventore.
802,Joshua Johnson,21,M,Lake Marvinburgh,Oman,5399670196699175,"05532 Erin Unions, Port Danielbury, RI 70293",Yearly,Churned,EducationalGuide,Books,Educational,-4.0,2020-08-18,3,2,Voluptas exercitationem et temporibus quasi veritatis.
803,Zachary Scott,-1,M,Lake Tony,Cote d'Ivoire,5196027125317780,"278 Kevin Loop, Lake Ashley, CA 49302",Yearly,Churned,ProShirt,Clothing,Shirt,418.0,2019-12-29,10,3,Ipsa totam sed est reiciendis est.
804,Kristin Vaughan,22,M,Stephenchester,Cayman Islands,5268392030755364,"9734 Douglas Branch, Port Sabrina, UT 55356",Rarely,Churned,ComfortTable,Furniture,Table,-52.0,2020-03-09,7,3,Occaecati enim occaecati officia recusandae numquam tempore alias sint.
805,John Allen,-1,F,Ronaldport,Bhutan,2286823090080447,"100 Hodges Mall Suite 193, Erinfort, VT 70180",Yearly,Churned,ShirtFits,Clothing,Shirt,-19.0,2022-03-04,1,2,Quo iure non libero voluptatem nostrum vero consequuntur.
806,Timothy Gibbs,62,F,Birdchester,Turkey,2719927992866774,"Unit 2040 Box 7332, DPO AA 37397",Monthly,Churned,The Art of Educational,Books,Educational,-11.0,2021-07-21,5,5,Atque incidunt maxime officiis et laudantium voluptas sed.
807,Nicholas Adams,-3,F,South Tanyaborough,Peru,2404521366418633,"824 Baxter Way, East Dillonville, IL 33362",Yearly,Churned,ProJacket,Clothing,Jacket,-12.0,2023-06-26,1,1,Adipisci ut ipsum nesciunt voluptas saepe ipsum.
808,Tiffany Lawrence,5,F,East Jamesmouth,Vanuatu,5429351000809417,"6994 Lewis Mountains Suite 850, Scottview, AR 49791",Rarely,Churned,PantsFits,Clothing,Pants,207.0,2019-05-24,9,4,Sed fuga vitae animi minima odio maxime.
809,Jody Richards,78,F,West Jamesshire,Mauritius,5570166920016696,"843 Nguyen Flats Suite 212, East Douglasland, ND 24642",Yearly,Churned,EducationalTales,Books,Educational,894.0,2021-08-15,8,4,Sit dolor dolorem rem eius animi molestiae iure.
810,Dennis Williams,62,F,Lake Kristine,Mozambique,5287544982096430,"792 Shepard Viaduct, West Rebecca, NC 39651",Yearly,Churned,SpeakerPro,Electronics,Speaker,700.0,2023-04-12,3,2,Quaerat atque commodi delectus et.
811,Melissa Reynolds,86,M,Dennisport,Trinidad and Tobago,5243580360940081,"5292 Patrick Centers Suite 550, Morganshire, LA 47737",Yearly,Active,FictionGuide,Books,Fiction,-46.0,2019-04-21,9,1,Quisquam eius voluptates vel ipsum non qui.
812,Karen Garza,5,F,Port Gary,Reunion,2264723698339714,"843 Donald Lock Suite 986, Zacharyberg, OH 79330",Yearly,Churned,EducationalGuide,Books,Educational,483.0,2019-05-07,2,4,Reprehenderit sapiente eveniet sunt quaerat quis est.
813,George Reyes,92,M,Spencermouth,Cambodia,2289927502599477,"8803 Tyler Mission Apt. 861, New Kimberlyhaven, KS 76040",Yearly,Churned,SnacksBurst,Grocery,Snacks,-58.0,2021-08-15,2,4,Consequuntur optio porro ipsum qui quia esse pariatur.
814,Wendy Gonzalez,150,F,Lucasville,Mismatched Country,5515499666711834,"90228 Denise Dam Apt. 532, Ramirezhaven, OR 32960",Yearly,Active,FreshVegetables,Grocery,Vegetables,395.0,2021-10-24,9,4,Eaque ad repellendus at et.
815,Mrs. Lisa Fleming,1,F,Nicholsonshire,Lao People's Democratic Republic,5177963835023800,"052 Aaron Roads Suite 428, Taylorland, CT 63786",Yearly,Churned,VegetablesBurst,Grocery,Vegetables,-48.0,2021-07-11,5,3,Unde voluptates enim consequuntur eveniet.
816,Keith Lopez,2,F,Torresview,United States of America,2442164135406474,"62137 Robert Dale Apt. 896, East Dominique, MP 27052",Rarely,Active,SofaDeluxe,Furniture,Sofa,911.0,2019-07-24,7,2,Laboriosam et rem est laboriosam eius iure.
817,Brianna Hill DVM,150,F,Wardfurt,Panama,2416429930118273,"87718 Melissa Loaf, Mollyburgh, SC 64249",Yearly,Churned,FreshVegetables,Grocery,Vegetables,-25.0,2024-01-16,9,2,Rem dolorem nam voluptatibus sint est iure impedit.
818,Kenneth Jordan,79,F,Codyfurt,United States Minor Outlying Islands,2294705535454313,"046 Roberto Trafficway Apt. 734, Staceyborough, VI 86994",Yearly,Churned,SpeakerPro,Electronics,Speaker,-41.0,2019-07-07,9,5,Nam quo reprehenderit eveniet quo.
819,Paul Pearson,2,M,Mckayview,Comoros,2557883639895194,"460 Carey Mill Suite 250, New Benjamin, VA 11202",Monthly,Active,UltraPhone,Electronics,Phone,-5.0,2019-05-04,3,3,Non eum eum consequuntur assumenda rerum error.
820,Darrell Perry,4,F,West Eric,New Caledonia,2715186173167122,"150 Darrell Views Apt. 448, Guzmanhaven, FL 37099",Yearly,Churned,ComfortChair,Furniture,Chair,314.0,2022-01-06,1,1,Nisi corrupti exercitationem ut deserunt necessitatibus sit explicabo quisquam.
821,Breanna Lucas,3,F,West Lisaside,Georgia,2249455016419809,"400 Kelly Square Apt. 386, New Christinabury, FL 15036",Yearly,Churned,JacketFits,Clothing,Jacket,249.0,2019-03-28,5,4,Blanditiis beatae ea non.
822,Kevin Obrien,3,M,Penaside,Bosnia and Herzegovina,2293893566103974,"914 Tanya Courts, Davidton, ID 44312",Yearly,Churned,SnacksBurst,Grocery,Snacks,-71.0,2020-06-24,3,3,Vitae dignissimos cupiditate omnis dolores maiores quos.
823,Danny Rosales,-1,F,Johnland,Gabon,2334514959164412,"PSC 9942, Box 6454, APO AE 33188",Yearly,Active,PantsWear,Clothing,Pants,-67.0,2023-10-18,4,1,Et omnis rerum soluta est deserunt vitae provident.
824,Taylor Levy,5,M,Adrianstad,Switzerland,5465073797602376,"062 Anthony Islands Suite 762, Lake Natalie, MI 58950",Yearly,Churned,UltraPhone,Electronics,Phone,-19.0,2022-01-21,4,5,Quia nemo deleniti ut ea.
825,Kristy Baker,150,F,Williamton,Czech Republic,2279747082445954,"Unit 8930 Box 2585, DPO AP 62417",Rarely,Churned,PhoneMaster,Electronics,Phone,977.0,2023-11-15,10,5,Quibusdam dicta iusto quod aut.
826,April Smith,4,M,South Thomas,Libyan Arab Jamahiriya,5174569995398826,"971 Tasha Tunnel Suite 770, New Davidmouth, KY 36498",Yearly,Churned,SofaDeluxe,Furniture,Sofa,-22.0,2020-09-08,3,2,Rem tempora quam nulla dolor inventore architecto accusamus.
827,Mark Hernandez,150,F,West Franktown,France,5159812306941515,"6308 Andrew Forges Suite 659, Lake Kevin, WA 58969",Yearly,Churned,FreshVegetables,Grocery,Vegetables,-47.0,2021-11-02,10,1,Aliquid eum aspernatur quisquam unde.
828,Michael West,76,M,Kelseyside,Aruba,2289996732915779,"2932 James Roads, East Paul, GA 20008",Monthly,Churned,FreshVegetables,Grocery,Vegetables,-73.0,2024-01-17,4,5,Qui eum quos harum modi ab.
829,Alicia Sanchez,-3,M,East Carla,Palestinian Territory,2258358447425700,"2104 Allen Mews, Nicholschester, CA 90915",Yearly,Active,ComfortSofa,Furniture,Sofa,-60.0,2019-03-30,9,5,Ab occaecati minima aliquam dolorum sed doloribus saepe saepe.
830,Carlos Ferguson,53,F,Cookstad,Greece,2267218580988295,"59943 Salazar Trace, New Ericaville, FM 87586",Monthly,Active,ProJacket,Clothing,Jacket,-61.0,2023-01-18,7,2,Architecto cupiditate incidunt et nemo distinctio corrupti asperiores quaerat.
831,Michael Coleman,5,M,Reyestown,Cocos (Keeling) Islands,2712733051740554,"366 Jasmine Spring Suite 973, Port Cassandra, PA 87443",Monthly,Churned,Non-fictionTales,Books,Non-fiction,233.0,2019-08-04,4,2,Suscipit et quia totam velit eum natus pariatur saepe.
832,Douglas Montgomery,13,F,Port Nicole,Vanuatu,2660579935075796,"3794 Lawrence Crossing Suite 167, Wendyfurt, ME 71234",Yearly,Active,SpeakerMaster,Electronics,Speaker,-48.0,2019-03-22,4,1,Deserunt autem sed adipisci et.
833,Barbara Johnson,14,M,East Zachary,United States of America,2251679749753094,"41728 King Track, Lake Victoriaport, WI 21492",Monthly,Churned,LaptopMaster,Electronics,Laptop,-45.0,2020-02-04,3,4,Laborum architecto voluptatem enim ut cupiditate fugiat.
834,Allen Garcia,150,F,East Pamelaside,Bahamas,5500203933652525,"8084 Michael Shoals Apt. 120, Michaelborough, CA 52576",Yearly,Churned,BeveragesBurst,Grocery,Beverages,-63.0,2023-10-23,6,2,Voluptas velit et deleniti nostrum amet.
835,Jennifer Salazar,3,M,East Hayley,Seychelles,2292040157729673,"40190 Angela Brooks Suite 799, Josephside, AZ 59528",Yearly,Active,PhonePro,Electronics,Phone,-89.0,2020-05-04,1,5,Amet accusantium sunt quis minima eaque ab perferendis.
836,Valerie Savage,69,M,East Kevinstad,United States of America,5447883810625037,"91412 Gomez Mews, East Meaganside, MH 91846",Yearly,Churned,BeveragesBurst,Grocery,Beverages,-38.0,2023-11-30,3,1,Commodi quasi earum mollitia et esse.
837,Sean Tucker,-2,M,North Jesse,Netherlands Antilles,5310169921857907,"3032 Dillon Prairie Suite 506, South Christopherside, VI 87253",Rarely,Churned,SofaPlus,Furniture,Sofa,604.0,2021-09-13,9,2,Omnis quam fugiat doloremque officia est quo illo.
838,Jason Brady,150,M,Wendyfurt,United Kingdom,2275195969942871,"99052 Scott Inlet Suite 351, South Samuelside, CO 70701",Monthly,Churned,Non-fictionGuide,Books,Non-fiction,703.0,2019-11-19,8,2,Voluptatem quam beatae recusandae dolorem.
839,Annette Ruiz,55,M,Guerreroville,Azerbaijan,5362141381583247,"111 Jason Fields, Rodriguezville, CA 30417",Yearly,Churned,ComfortTable,Furniture,Table,740.0,2023-11-09,6,3,Eligendi assumenda provident et magni.
840,Keith Crawford,-2,M,Kaitlinland,Peru,2290740555797998,"USNV Cook, FPO AP 64324",Yearly,Active,TablePlus,Furniture,Table,-94.0,2021-04-03,4,4,Autem dolor voluptatum laboriosam totam.
841,Tyler Luna,81,F,West Shannonfurt,Luxembourg,2228171485912456,"58601 Mccormick Estates Suite 357, Joelshire, CA 31297",Yearly,Churned,TastySnacks,Grocery,Snacks,-57.0,2022-02-21,9,2,Ad ex provident sunt est.
842,Patricia Vaughan,45,M,Lisashire,Zimbabwe,2705427502203291,"954 Courtney Circles Apt. 649, Brittneyville, VI 50725",Yearly,Active,PantsFits,Clothing,Pants,-92.0,2019-12-26,4,1,Ut dolorem vel autem.
843,Donald Durham,80,M,South Robert,Mismatched Country,2281563971844967,"04223 Shelby Extension Suite 208, Ashleyfurt, NJ 24251",Yearly,Active,SpeakerMaster,Electronics,Speaker,-77.0,2020-04-09,10,4,Atque delectus illum praesentium reiciendis numquam perferendis.
844,Charles Brown,88,F,Lake Daniel,Tajikistan,2300703432669887,"545 Brooks Streets, East Jon, VA 46123",Monthly,Active,PhoneMaster,Electronics,Phone,990.0,2022-07-02,8,5,Et est aliquam provident eum.
845,Arthur Warren,-1,F,New Hayden,Guyana,2254098446683578,"628 Judy Club, Theresatown, FL 67447",Yearly,Churned,FreshBeverages,Grocery,Beverages,-84.0,2020-06-11,7,4,Quis consequatur veritatis velit qui aliquam.
846,Travis Wilson,32,M,Simonfort,Falkland Islands (Malvinas),2465604908078655,"75000 Wilson Green, Coreymouth, LA 06218",Yearly,Churned,TastyBeverages,Grocery,Beverages,730.0,2019-07-31,5,3,Consequatur ut sunt porro repellat voluptatem ad blanditiis.
847,Cynthia Hernandez,98,F,Williamstown,Tunisia,2279866200065328,"525 Jennifer Trafficway Apt. 041, North Robert, AS 32091",Yearly,Churned,SpeakerPro,Electronics,Speaker,955.0,2019-01-03,6,3,Id ut nam qui blanditiis perspiciatis.
